Date,Time,AM-PM,Water Level +/- MSL,Well Elevation,Well Name,Location_Key
1992-07-02,10:25:00,AM,35.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1992-08-11,9:30:00,AM,32.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-01-21,2:00:00,PM,32.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-02-02,9:45:00,AM,25.92,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-02-04,9:35:00,AM,30.54,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-03-16,10:20:00,AM,32.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-04-19,9:12:00,AM,28.23,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-05-24,2:00:00,PM,31.7,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-06-28,9:20:00,AM,32.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-07-27,9:35:00,AM,22.46,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1993-09-01,9:30:00,AM,31.7,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-04-06,12:00:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-07-19,10:00:00,AM,35.93,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-08-15,8:55:00,AM,32.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-09-14,9:00:00,AM,33.78,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-10-24,8:50:00,AM,35.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-11-16,9:10:00,AM,34.93,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1994-12-19,9:25:00,AM,36.32,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-01-18,9:20:00,AM,33.08,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-02-21,9:30:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-03-20,9:30:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-04-24,9:20:00,AM,22.22,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-08-30,10:15:00,AM,19.68,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-11-27,1:15:00,PM,30.54,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1995-12-19,11:10:00,AM,34.24,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-01-23,8:35:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-02-13,11:50:00,AM,35.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-03-26,9:10:00,AM,36.08,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-04-24,10:25:00,AM,37.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-05-20,10:00:00,AM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-06-20,9:25:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-07-26,9:15:00,AM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-08-13,9:25:00,AM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-09-12,10:05:00,AM,35.39,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-10-16,9:40:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-11-18,10:25:00,AM,37.7,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1996-12-16,10:20:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-01-15,10:10:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-02-20,10:25:00,AM,27.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-03-21,12:40:00,PM,37.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-04-21,8:50:00,AM,37.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-05-13,9:45:00,AM,38.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-06-23,8:40:00,AM,38.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-07-17,12:25:00,PM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-08-26,11:40:00,AM,37.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-09-24,9:45:00,AM,36.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-10-22,9:05:00,AM,37.27,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1997-12-09,11:05:00,AM,38.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-01-27,9:20:00,AM,38.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-02-24,9:00:00,AM,38.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-03-20,9:20:00,AM,41.17,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-04-22,9:40:00,AM,39.57,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-05-14,10:10:00,AM,39.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-06-15,9:45:00,AM,40.27,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-07-20,9:10:00,AM,37.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-08-17,9:55:00,AM,36.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-09-18,1:50:00,PM,36.57,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-10-27,10:40:00,AM,36.27,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-11-20,10:35:00,AM,36.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1998-12-15,9:40:00,AM,36.07,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-01-14,9:40:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-04-27,11:30:00,AM,37.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-05-25,10:10:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-07-20,9:25:00,AM,38.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-09-29,12:00:00,PM,36.57,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-10-26,9:45:00,AM,36.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-11-29,2:10:00,PM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
1999-12-17,10:10:00,AM,38.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-01-25,10:45:00,AM,38.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-02-22,10:35:00,AM,38.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-03-27,9:55:00,AM,38.87,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-04-18,11:05:00,AM,39.27,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-05-30,11:45:00,AM,34.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-06-28,11:40:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-08-07,9:55:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-09-27,1:40:00,PM,35.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-11-14,10:45:00,AM,35.39,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2000-12-13,10:45:00,AM,36.31,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-01-16,10:20:00,AM,37.68,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-02-14,1:30:00,PM,37.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-03-17,10:50:00,AM,38.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-04-13,10:10:00,AM,38.63,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-05-21,10:10:00,AM,37.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-06-20,10:40:00,AM,35.89,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-07-16,9:40:00,AM,37.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-08-14,11:00:00,AM,36.78,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-09-20,12:35:00,PM,35.89,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-11-07,1:25:00,PM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2001-12-11,11:00:00,AM,37.02,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-01-16,11:00:00,AM,37.02,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-02-26,10:00:00,AM,36.78,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-04-01,12:45:00,PM,36.32,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-05-22,1:45:00,PM,37.93,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-06-26,1:20:00,PM,36.08,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-07-15,10:35:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-08-28,10:00:00,AM,36.32,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-10-28,1:10:00,PM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2002-12-02,9:15:00,AM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-01-14,9:25:00,AM,36.32,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-02-18,9:50:00,AM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-03-19,9:40:00,AM,36.08,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-04-30,9:35:00,AM,31.23,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-05-02,8:20:00,AM,36.31,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-05-03,2:13:00,PM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-06-02,1:00:00,AM,37.65,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-06-03,11:30:00,AM,35.28,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-06-30,2:55:00,AM,36.82,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-08-01,7:27:00,AM,35.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-08-06,9:12:00,AM,33.2,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-08-29,9:23:00,AM,34.07,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-09-28,12:37:00,PM,33.84,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-10-06,12:00:00,PM,32.28,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-10-30,5:09:00,PM,34.29,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-11-29,8:22:00,PM,35.15,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2003-12-05,10:08:00,AM,34.93,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-01-03,2:13:00,AM,36.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-01-28,10:23:00,AM,37.14,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-02-10,1:25:00,PM,35.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-03-01,7:22:00,AM,37.6,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-04-02,1:18:00,PM,37.05,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-04-04,1:13:00,PM,37.95,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-05-02,3:08:00,PM,38.15,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-06-03,1:10:00,PM,34.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-06-03,7:40:00,PM,37.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-06-29,3:50:00,AM,37.05,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-07-29,7:04:00,AM,36.51,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-08-11,12:09:00,PM,34.54,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-08-28,10:17:00,AM,34.88,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-09-29,2:51:00,PM,34.61,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-10-05,2:00:00,PM,34.14,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-10-29,6:04:00,PM,35.18,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-11-28,9:18:00,PM,34.99,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2004-12-01,9:48:00,AM,34.58,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-01-02,3:08:00,AM,35.58,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-02-01,6:23:00,AM,36.31,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-02-03,1:49:00,PM,35.02,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-03-03,9:36:00,AM,37.12,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-03-28,5:47:00,PM,37.79,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-03-30,11:27:00,AM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-05-07,11:06:00,AM,37.88,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-06-01,7:17:00,PM,38.0,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-06-03,8:15:00,AM,35.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-06-29,4:46:00,AM,37.21,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-07-29,7:59:00,AM,36.87,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-08-02,9:28:00,AM,33.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-09-02,6:17:00,AM,35.04,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-09-27,2:26:00,PM,34.48,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-10-06,2:20:00,PM,33.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-10-29,6:59:00,PM,34.99,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-12-02,2:50:00,PM,36.55,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-12-03,5:16:00,PM,35.89,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2005-12-31,2:45:00,AM,36.43,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-02-04,1:03:00,AM,37.04,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-02-06,8:47:00,AM,37.24,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-03-06,4:16:00,AM,37.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-04-04,10:25:00,AM,37.24,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-04-07,8:48:00,AM,37.26,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-05-02,4:59:00,PM,36.96,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-05-30,6:54:00,PM,37.12,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-06-07,12:14:00,PM,35.62,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-06-29,10:07:00,PM,36.64,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-08-01,2:39:00,AM,35.42,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-08-02,11:43:00,AM,34.69,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-10-09,11:00:00,AM,33.08,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2006-12-08,1:16:00,PM,32.64,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-01-02,9:25:00,PM,35.11,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-02-02,12:38:00,AM,35.35,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-02-02,10:45:00,AM,34.19,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-03-01,10:09:00,AM,36.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-04-02,2:41:00,PM,36.22,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-04-03,4:00:00,PM,35.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2007-05-02,5:54:00,PM,36.51,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-02-06,12:35:00,PM,35.37,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-03-03,5:44:00,AM,36.01,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-04-02,8:57:00,AM,36.22,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-05-04,1:29:00,PM,36.58,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-05-27,8:21:00,PM,36.7,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-05-29,11:46:00,AM,35.28,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-07-01,6:38:00,PM,36.04,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-07-29,8:52:00,AM,33.31,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-08-02,11:11:00,PM,34.92,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-08-30,8:39:00,AM,33.35,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-09-29,11:52:00,AM,32.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-11-03,10:10:00,AM,33.35,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-11-28,6:20:00,PM,34.03,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-12-03,1:28:00,PM,33.36,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2009-12-30,10:53:00,PM,34.98,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-02-01,3:25:00,AM,35.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-03-06,12:24:00,AM,36.24,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-04-07,4:56:00,AM,36.65,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-04-15,8:03:00,AM,35.39,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-04-30,11:48:00,AM,37.0,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-06-01,4:20:00,PM,36.93,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-07-01,7:33:00,PM,36.79,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-07-27,12:00:00,PM,34.24,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-07-29,5:02:00,AM,36.28,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-08-26,6:57:00,AM,35.43,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-09-27,11:29:00,AM,35.04,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-11-01,9:47:00,AM,35.78,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-11-28,7:16:00,PM,36.19,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-11-30,8:18:00,AM,35.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2010-12-26,9:11:00,PM,36.84,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-01-30,3:01:00,AM,36.98,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-03-06,1:19:00,AM,37.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-04-07,5:51:00,AM,38.51,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-04-11,9:00:00,AM,,,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-04-30,12:43:00,PM,40.05,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-06-03,9:55:00,AM,37.47,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-06-08,1:37:00,PM,39.41,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-07-08,4:50:00,PM,39.52,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-08-07,8:05:00,PM,39.17,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-09-04,5:34:00,AM,38.34,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-09-30,6:10:00,AM,37.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-10-05,8:27:00,AM,36.13,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-11-03,12:01:00,PM,37.54,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2011-12-01,1:56:00,PM,37.85,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-01-02,6:28:00,PM,38.49,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-01-21,6:15:00,AM,39.33,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-02-27,5:52:00,AM,39.48,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-04-04,5:28:00,AM,39.77,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-04-04,9:50:00,AM,37.67,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-05-04,8:41:00,AM,40.09,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-06-03,11:55:00,AM,40.16,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-07-05,4:27:00,PM,40.06,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-07-30,9:26:00,AM,36.97,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-07-31,12:37:00,AM,39.59,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-08-28,2:32:00,AM,38.59,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
2012-09-24,12:01:00,PM,37.86,13.0,AAA001  KPUD KEYPORT PRODUCTION WELL 1,AAA001
